id,name,lat,long,street,city,county,state,zip
214,Airport T Stop - Bremen St at Brooks St,42.37535497133996,-71.03133335709572,Brooks St,East Boston,Suffolk County,MA,02128
32,Landmark Center - Brookline Ave at Park Dr,42.34369055719748,-71.10235286881107,Brookline Ave,Boston,Suffolk County,MA,02215
387,Norman St at Kelvin St,42.41143222973408,-71.06823265090497,Tremont St,Everett,Middlesex County,MA,02149
447,The Overlook at St. Gabriel's,42.34679008347347,-71.14549813806661,Washington St,Brighton,Suffolk County,MA,02135
448,Hale Park,42.414962648832656,-71.05279301009432,Glendale St,Everett,Middlesex County,MA,02149
450,Beacon St at Englewood Ave,42.33736915370925,-71.14485977232107,Beacon St,Brookline,Norfolk County,MA,02445
452,Beacon St at St. Paul St,42.34373094998716,-71.11614107161584,Beacon St,Brookline,Norfolk County,MA,02446
453,Beacon St at Hawes St,42.34496783328529,-71.11040176903771,Beacon St,Brookline,Norfolk County,MA,02446
451,Washington Sq,42.33940659197945,-71.13489642273635,Beacon St,Brookline,Norfolk County,MA,02446
255,Park St at Norwell St,42.29208959672596,-71.0784115619208,Talbot Ave,Dorchester Center,Suffolk County,MA,02124
454,Boylston St at Dartmouth St,42.35010609546997,-71.07720464005979,Boylston St,Boston,Suffolk County,MA,02116
455,Coolidge Sq.,42.37207611472287,-71.15683130688922,Mt Auburn St,Watertown,Middlesex County,MA,02472
458,Watertown Sq,42.365260317694485,-71.18573324459247,Galen St,Watertown,Middlesex County,MA,02472
457,N. Beacon St at N. Beacon Ct,42.36444157139109,-71.18091373646166,N Beacon St,Watertown,Middlesex County,MA,02472
456,Graham and Parks School – Linnaean St at Walker St,42.38294430172271,-71.12449831038248,Linnaean St,Cambridge,Middlesex County,MA,02138
459,Canal St at Causeway St,42.36530094929082,-71.06092190993877,Canal St,Boston,Suffolk County,MA,02114
460,Broad St at Central St,42.35849449039304,-71.05426469875965,Broad St,Boston,Suffolk County,MA,02109
461,Railroad Lot and Minuteman Bikeway,42.416084844039744,-71.15315407052549,Massachusetts Ave,Arlington,Middlesex County,MA,02476
462,Linwood St at Minuteman Bikeway,42.40935395518158,-71.14906518727366,Linwood St,Arlington,Middlesex County,MA,02474
463,Smith Pl at Wilson Rd,42.39239749145834,-71.15058331757609,Wilson Rd,Cambridge,Middlesex County,MA,02138
464,Mass Ave at Grafton St,42.40726052447951,-71.14382132425817,Massachusetts Ave,Arlington,Middlesex County,MA,02474
465,Broadway at Grafton St,42.40994213011757,-71.14009319811885,Broadway,Arlington,Middlesex County,MA,02474
467,Washington St at Crafts St,42.35389024396587,-71.19943707257335,Washington St,Newton,Middlesex County,MA,02458
470,Union St at Herrick Rd – Newton Centre Green Line,42.32956868185623,-71.19367271661758,Herrick Rd,Newton Center,Middlesex County,MA,02459
466,Centre St at Washington St,42.35574334805774,-71.18641942508475,Centre St,Newton,Middlesex County,MA,02458
469,Bacon St at Washington St,42.35711920909866,-71.1860453666327,Washington St,Newton,Middlesex County,MA,02458
468,Nonantum Library,42.36068455768156,-71.20146199598821,Watertown St,Newton,Middlesex County,MA,02458
476,Boylston St at Charles St,42.3525760946701,-71.06764405041758,Boylston St,Boston,Suffolk County,MA,02116
478,Gove St at Orleans St,42.37057753242139,-71.03558540113227,Orleans St,East Boston,Suffolk County,MA,02128
471,MIT Carleton St at Amherst St,42.36054174140606,-71.08669817447662,Ames St,Cambridge,Middlesex County,MA,02142
472,MIT Hayward St at Amherst St,42.36085937353302,-71.08551858007559,Carleton St,Cambridge,Middlesex County,MA,02142
477,Marion St at White St,42.38066930871317,-71.03907315999093,Meridian St,East Boston,Suffolk County,MA,02128
475,Arsenal Yards,42.36277388549605,-71.15764854490408,Arsenal Yards Blvd,Watertown,Middlesex County,MA,02472
474,West Newton Armory,42.34947178098653,-71.22000678911718,Armory St,West Newton,Middlesex County,MA,02465
473,West Newton,42.34960049864208,-71.2262749671936,Washington St,West Newton,Middlesex County,MA,02465
479,Galileo Galilei Way at Main Street,42.363003781560096,-71.08974037706501,Cambridge Ctr,Cambridge,Middlesex County,MA,02142
480,Thorndike Field at Minuteman Bikeway,42.40016804853787,-71.14456963094199,Varnum St,Arlington,Middlesex County,MA,02474
481,645 Summer St,42.341780891371904,-71.03987016504107,Summer St,Boston,Suffolk County,MA,02210
482,Kearins Playground,42.40616124132245,-71.06041654944418,Otis St,Everett,Middlesex County,MA,02149
483,Porzio Park,42.364119035231525,-71.02876782417297,Sumner St,East Boston,Suffolk County,MA,02128
485,Revere City Hall,42.40741,-71.0139,Broadway,Revere,Suffolk County,MA,02151
487,Community Path at Lowell St,42.392525,-71.105587,Lowell St,Somerville,Middlesex County,MA,02144
489,Day Sq,42.379295,-71.027733,Chelsea St,East Boston,Suffolk County,MA,02128
78,Union Square - Somerville,42.379584,-71.095236,Union Sq,Somerville,Middlesex County,MA,02143
486,Langley Lot,42.330528,-71.192861,Langley Rd,Newton Center,Middlesex County,MA,02459
488,Martha Eliot Health Center,42.324173,-71.10196,Bickford St,Jamaica Plain,Suffolk County,MA,02130
490,Blue Hill Ave at Havelock St,42.286012,-71.090986,Blue Hill Ave,Dorchester Center,Suffolk County,MA,02124
484,Revere Public Library,42.408088,-71.008942,Beach St,Revere,Suffolk County,MA,02151
491,Harrison Ave at E. Dedham St,42.339194,-71.06975,Harrison Ave,Boston,Suffolk County,MA,02118
492,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,Soldiers Field Rd,Boston,Suffolk County,MA,02163
494,Watertown Town Hall,42.367621,-71.187936,Main St,Watertown,Middlesex County,MA,02472
497,Washington St @ New Washington St (Temp Winter Station),42.381056,-71.087083,Washington St,Cambridge,Middlesex County,MA,02139
496,Trum Field @ Cedar St (Temp Winter Station),42.398444,-71.107833,Broadway,Somerville,Middlesex County,MA,02145
495,Union Square East (Temp Winter Station),42.380078,-71.090098,Washington St,Somerville,Middlesex County,MA,02143
498,Broadway Opposite Norwood Ave  (Temp Winter Station),42.396764,-71.102376,Broadway,Medford,Middlesex County,MA,02155
103,JFK Crossing at Harvard St. / Thorndike St.,42.344952,-71.127351,Fuller St,Brookline,Norfolk County,MA,02446
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3836409294306,-71.10868692398071,Somerville Ave,Somerville,Middlesex County,MA,02143
493,2 Hummingbird Lane at Olmsted Green,42.28887,-71.095003,W Main St,Dorchester Center,Suffolk County,MA,02124
97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36920617098944,-71.11710637807846,Dewolfe St,Cambridge,Middlesex County,MA,02138
29,Innovation Lab - 125 Western Ave at Batten Way,42.36371276003581,-71.12459778785706,Western Ave,Allston,Suffolk County,MA,02134
78,Union Square - Somerville,42.37971603393044,-71.09391331672668,Washington St,Somerville,Middlesex County,MA,02143
103,JFK Crossing at Harvard St. / Thorndike St.,42.346551241753566,-71.1283321143128,Harvard St,Brookline,Norfolk County,MA,02446
504,Bellingham Square,42.39301409032274,-71.0339249682147,Broadway,Chelsea,Suffolk County,MA,02150
505,Chelsea Square,42.39022671103383,-71.03857017704286,Broadway,Chelsea,Suffolk County,MA,02150
506,Broadway at Gerrish Ave,42.39453079292221,-71.03085594484583,Broadway,Chelsea,Suffolk County,MA,02150
502,160 Arsenal,42.36466403441681,-71.17569386959076,Beacon Park,Watertown,Middlesex County,MA,02472
503,Cary Square,42.398135645582464,-71.030709722545,Gardner St,Chelsea,Suffolk County,MA,02150
507,Chelsea Station,42.39636527849676,-71.03987179230899,Everett Ave,Chelsea,Suffolk County,MA,02150
508,855 Broadway,42.398417726101584,-71.02390923402707,Broadway,Chelsea,Suffolk County,MA,02150
509,Nichols Ave. at Watertown Greenway,42.36762048745005,-71.1565663665533,Nichols Ave,Watertown,Middlesex County,MA,02472
504,Bellingham Square,42.3931961102951,-71.03344559669495,Broadway,Chelsea,Suffolk County,MA,02150
381,Inman Square at Springfield St.,42.37354190072053,-71.09986782073975,Cambridge St,Cambridge,Middlesex County,MA,02139
71,Conway Park - Somerville Avenue,42.383638948222654,-71.10853672027588,Somerville Ave,Somerville,Middlesex County,MA,02143
510,Mass Ave at Broadway,42.414202132001854,-71.15051883389242,Broadway,Arlington,Middlesex County,MA,02474
211,Piers Park,42.36501119822304,-71.03528559207916,Marginal St,East Boston,Suffolk County,MA,02128
381,Inman Square at Springfield St.,42.37426713524931,-71.10026478767395,Springfield St,Cambridge,Middlesex County,MA,02139
214,Airport T Stop - Bremen St at Brooks St,42.37532834534001,-71.03132128715515,Brooks St,East Boston,Suffolk County,MA,02128
191,Tappan St at Brookline Hills MBTA,42.33295289698479,-71.12824756309236,Davis Ave,Brookline,Norfolk County,MA,02445
396,Wasgott Playground,42.4093300667225,-71.06381878293178,Winslow St,Everett,Middlesex County,MA,02149
384,Clarendon St at Newbury St,42.35159662465317,-71.0756166279316,Newbury St,Boston,Suffolk County,MA,02116
367,Vassal Lane at Tobin/VLUS,42.38536765218425,-71.13775670528412,Concord Ave,Cambridge,Middlesex County,MA,02138
259,Washington St at Bowdoin St,42.29916497936589,-71.07345871645519,Washington St,Dorchester Center,Suffolk County,MA,02124
511,Bellevue T Stop,42.28611420958351,-71.14636927843094,Belgrade Ave,Roslindale,Suffolk County,MA,02131
512,Knoll St at Centre St,42.29376656473529,-71.1365658044815,Centre St,Roslindale,Suffolk County,MA,02131
495,Union Square East,42.380078,-71.090098,Washington St,Somerville,Middlesex County,MA,02143
514,Pearl St at Medford St,42.38815705419525,-71.09588742256165,Pearl St,Somerville,Middlesex County,MA,02145
515,955 Mass Ave,42.36895180540729,-71.10998779535294,Massachusetts Ave,Cambridge,Middlesex County,MA,02139
513,Roseland St At Dorchester Ave,42.2911685327193,-71.06300890445709,Dorchester Ave,Dorchester Center,Suffolk County,MA,02124
516,Salem Ferry Landing,42.52189284110247,-70.8806911110878,Blaney St,Salem,Essex County,MA,01970
520,Salem MBTA - Washington at Federal St,42.52345239346618,-70.89611113071442,Federal St,Salem,Essex County,MA,01970
519,Mayor Salvo Path at Mill St,42.51803519796769,-70.89570075273514,Canal St,Salem,Essex County,MA,01970
518,Shetland Park - Congress at Peabody St,42.51836788262243,-70.88952362537384,Ward St,Salem,Essex County,MA,01970
517,Salem Willows Park,42.53466911383265,-70.87021440267563,Ft Ave,Salem,Essex County,MA,01970
521,Lafayette at Leach St,42.51142784358897,-70.89183300733566,Leach St,Salem,Essex County,MA,01970
522,Salem State University - Bike Path at Loring Ave,42.50182398896298,-70.89478075504303,Loring Ave,Salem,Essex County,MA,01970
524,Newton Highlands T,42.322065656952944,-71.2063729763031,Walnut St,Newton Highlands,Middlesex County,MA,02461
523,Boston College T,42.33987891612856,-71.16708934307098,Commonwealth Ave,Chestnut Hill,Middlesex County,MA,02467
525,California at Chapel,42.365148708129546,-71.20236039161682,California St,Newton,Middlesex County,MA,02458
526,Beacon at Walnut,42.330062324403,-71.20668411254883,Walnut St,Newton Highlands,Middlesex County,MA,02461
527,Newton Library,42.33620336883013,-71.207794547081,Homer St,Newton Center,Middlesex County,MA,02459
401,High St at Cypress St,42.32464510949409,-71.12135231494904,High St,Brookline,Norfolk County,MA,02445
260,Fields Corner T Stop,42.29963348842063,-71.06068975823291,Dorchester Ave,Dorchester,Suffolk County,MA,02122
528,Washington St at Walnut St,42.351458116963016,-71.20764970779419,Walnut St,Newtonville,Middlesex County,MA,02460
529,One Beacon St,42.358477644348106,-71.06135129928589,Somerset St,Boston,Suffolk County,MA,02108
530,Foley St at Grand Union Blvd,42.39301840035393,-71.08071684837341,Foley St,Somerville,Middlesex County,MA,02145
531,Harvard St and Stedman St,42.3443517550051,-71.12490355968475,Harvard St,Brookline,Norfolk County,MA,02446
452,1200 Beacon St,42.34414898749529,-71.11467361450195,Beacon St,Brookline,Norfolk County,MA,02446
532,Concord Ave at Spinelli Place,42.390719,-71.1538877,Concord Ave,Cambridge,Middlesex County,MA,02138
533,Danehy Park at New Street,42.389456,-71.139019,New St,Cambridge,Middlesex County,MA,02138
534,Adams Branch Library,42.286011,-71.054689,Adams St,Dorchester,Suffolk County,MA,02122
195,Child St at North St,42.37228487344452,-71.07383824772114,Jacobs St,Cambridge,Middlesex County,MA,02141
536,Clinton St at North St,42.3607028354884,-71.05524927377701,Faneuil Hall Marketplace,Boston,Suffolk County,MA,02109
535,Auburndale,42.34805541493346,-71.2477594614029,Commonwealth Ave,Auburndale,Middlesex County,MA,02466
537,Charles River Greenway - California St. at Fifth Ave,42.36455361053197,-71.19100391864777,5th Ave,Watertown,Middlesex County,MA,02472
538,Circuit Drive at American Legion Hwy,42.29704126420948,-71.09171926975249,American Legion Hwy,Dorchester Center,Suffolk County,MA,02124
539,Walnut Ave at School St,42.31242399029812,-71.09616905450821,School St,Roxbury,Suffolk County,MA,02119
541,Orr Sq (Shirley Ave),42.40715655698643,-70.99272429943085,Orr Sq,Revere,Suffolk County,MA,02151
540,Sumner St at Shirley Ave,42.40833705812975,-70.99804848432541,Shirley Ave,Revere,Suffolk County,MA,02151
542,Hyde Park Ave at Arlington St,42.26286746177123,-71.12163126468657,Hyde Park Ave,Hyde Park,Suffolk County,MA,02136
543,American Legion Hwy at Hyde Park Ave,42.27265394101898,-71.119903922081,Hyde Park Ave,Hyde Park,Suffolk County,MA,02136
422,American Legion Hwy at Cummins Hwy,42.278811581565975,-71.11687703062671,Canterbury St,Roslindale,Suffolk County,MA,02131
544,Old Morse Park at Putnam Ave,42.35766247889882,-71.1084133386612,Putnam Ave,Cambridge,Middlesex County,MA,02139
545,Morton St at Gallivan Blvd,42.278747,-71.080286,Morton St,Mattapan,Suffolk County,MA,02126
546,Cleary Sq,42.2556,-71.12444,Hyde Park Ave,Hyde Park,Suffolk County,MA,02136
549,Valenti Way at Haverhill St,42.36473898691789,-71.05934903025626,Canal St,Boston,Suffolk County,MA,02114
547,606 American Legion Hwy at Canterbury St,42.28578,-71.109725,American Legion Hwy,Roslindale,Suffolk County,MA,02131
73,Harvard Square at Brattle St / Eliot St,42.37430756279711,-71.11942842539065,Church St,Cambridge,Middlesex County,MA,02138
78,Union Square - Somerville,42.37959212898343,-71.09531528175012,Union Sq,Somerville,Middlesex County,MA,02143
156,Somerville Hospital,42.39676495119988,-71.10237744305323,Broadway,Medford,Middlesex County,MA,02155
144,Rogers St & Land Blvd,42.366446738529454,-71.07654601335526,Land Blvd,Cambridge,Middlesex County,MA,02141
42,Boylston St at Arlington St,42.35254842775383,-71.06767407367443,Boylston St,Boston,Suffolk County,MA,02116
402,Washington St at Griggs Rd,42.33985827126298,-71.13421171095978,Beacon St,Brookline,Norfolk County,MA,02446
403,Marion St at Harvard St,42.34012242696642,-71.12070563810447,Harvard St,Brookline,Norfolk County,MA,02446
407,Craigie at Summer St,42.38350130091656,-71.10808975291548,Somerville Ave,Somerville,Middlesex County,MA,02143
101,Ball Sq,42.39843120515256,-71.10781000366387,Broadway,Somerville,Middlesex County,MA,02145
214,Airport T Stop - Bremen St at Brooks St,42.3741106053353,-71.0327721095473,Marion St,East Boston,Suffolk County,MA,02128
461,Railroad Lot and Minuteman Bikeway,42.41606457115141,-71.15336636682059,Massachusetts Ave,Arlington,Middlesex County,MA,02476
329,Washington St at Myrtle St,42.38097703153345,-71.08725410060288,Washington St,Cambridge,Middlesex County,MA,02139
550,Somerville High School & Central Library,42.3864,-71.09601,Highland Ave,Somerville,Middlesex County,MA,02143
553,Cambridge Crossing at North First Street,42.371141,-71.076198,Monsignor O'brien Hwy,Cambridge,Middlesex County,MA,02141
548,555 Metropolitan Ave,42.2681,-71.11924,Metropolitan Ave,Hyde Park,Suffolk County,MA,02136
554,Forsyth St at Huntington Ave,42.339202,-71.090511,Forsyth St,Boston,Suffolk County,MA,02115
73,Harvard Square at Brattle St / Eliot St,42.373328798874056,-71.12098601080106,Brattle St,Cambridge,Middlesex County,MA,02138
557,Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418,Binney St,Cambridge,Middlesex County,MA,02142
555,Hyde Park Library,42.2568376,-71.122509,Winthrop St,Hyde Park,Suffolk County,MA,02136
474,Watertown St at Albemarle Rd,42.354104081396585,-71.21382214128971,Albemarle Rd,Newtonville,Middlesex County,MA,02460
558,St. Alphonsus St at Tremont St,42.33329254719182,-71.10124647617339,Tremont St,Roxbury Crossing,Suffolk County,MA,02120
78,Union Square - Somerville,42.37972290425592,-71.09387857210095,Washington St,Somerville,Middlesex County,MA,02143
497,Washington St @ New Washington St (Temp Winter Station),42.38103731531107,-71.08709779349738,Washington St,Somerville,Middlesex County,MA,02143
561,Pier 4 Blvd at Autumn Ln,42.3502102,-71.0446705,Blvd,Boston,Suffolk County,MA,02210
560,Flat 9 at Whittier,42.33420351352245,-71.08767616843123,Ruggles St,Roxbury Crossing,Suffolk County,MA,02120
556,Ross Playground,42.2645666,-71.1145523,Westminster St,Hyde Park,Suffolk County,MA,02136
329,Washington St at Myrtle St,42.3817508,-71.0839523,Myrtle St,Somerville,Middlesex County,MA,02145
101,Ball Sq,42.39920335720869,-71.11102235516228,Boston Ave,Somerville,Middlesex County,MA,02144
156,Somerville Hospital,42.390446216041305,-71.10856622457504,Highland Ave,Somerville,Middlesex County,MA,02143
407,Craigie at Summer St,42.38831607584243,-71.1106824874878,Summer St,Somerville,Middlesex County,MA,02143
79,Beacon St at Washington / Kirkland,42.37875351212593,-71.10707223415375,Holden Grn,Cambridge,Middlesex County,MA,02138
559,Centre St at Commonwealth Ave,42.3362358,-71.1934421,Centre St,Newton Center,Middlesex County,MA,02459
562,Hawthorne Boulevard,42.5223714,-70.8903331,Essex St,Salem,Essex County,MA,01970
214,Airport T Stop - Bremen St at Brooks St,42.37534192670574,-71.03128910064696,Brooks St,East Boston,Suffolk County,MA,02128
42,Boylston St at Arlington St,42.35200960743121,-71.07060294892108,Boylston St,Boston,Suffolk County,MA,02116
61,Boylston St at Fairfield St,42.34908155168097,-71.08192384243011,Boylston St,Boston,Suffolk County,MA,02116
78,Union Square - Somerville,42.37964789967527,-71.09540475672475,Union Sq,Somerville,Middlesex County,MA,02143
84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074071490926,-71.07679277658461,Charles Park,Cambridge,Middlesex County,MA,02142
364,Tremont St at Northampton St,42.338431795290944,-71.08169049924982,Tremont St,Boston,Suffolk County,MA,02118
195,Child Street at Brian P. Murphy Staircase,42.37197678467975,-71.07200495972165,Child St,Cambridge,Middlesex County,MA,02141
57,Massachusetts Ave at Columbus Ave,42.340814,-71.0816197,Massachusetts Ave,Boston,Suffolk County,MA,02118
402,Washington Sq,42.33985827126298,-71.13421171095978,Beacon St,Brookline,Norfolk County,MA,02446
389,Everett Square (Broadway at Chelsea St),42.406956789102416,-71.05650289605819,School St,Everett,Middlesex County,MA,02149
563,Addison St at Saratoga St,42.38518146513944,-71.0151367,Addison St,East Boston,Suffolk County,MA,02128
564,Raymond Park at Walden St,42.38736953747185,-71.12761001482795,Raymond St,Cambridge,Middlesex County,MA,02140
448,Hale Park,42.4206487,-71.0437126,Broadway,Everett,Middlesex County,MA,02149
565,Wellington MBTA,42.4023682,-71.07573182424781,Revere Beach Pkwy,Medford,Middlesex County,MA,02155
113,Andrew T Stop - Dorchester Ave at Dexter St,42.33073332585453,-71.05699850837482,Humboldt Pl,South Boston,Suffolk County,MA,02127
566,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,Technology Sq,Cambridge,Middlesex County,MA,02139
514,Gilman Square T at Medford St,42.3867355,-71.0946444,Medford St,Somerville,Middlesex County,MA,02143
97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239074859216,-71.11687034368515,Dewolfe St,Cambridge,Middlesex County,MA,02138
454,Boylston St at Dartmouth St,42.35019319808638,-71.07744187116623,Boylston St,Boston,Suffolk County,MA,02116
567,Brighton Ave at Linden St,42.3528376,-71.1296752,Brighton Ave,Allston,Suffolk County,MA,02134
568,Shawmut Ave at Lenox St,42.33584612997077,-71.08038157224655,Shawmut Ave,Boston,Suffolk County,MA,02118
569,Hood Park,42.38004534693313,-71.0730457305908,Hood Park Dr,Charlestown,Suffolk County,MA,02129
570,Salem State University - North Campus,42.503332,-70.891444,Meier Dr,Salem,Essex County,MA,01970
572,Essex St at Dalton Parkway,42.516223,-70.905535,Essex St,Salem,Essex County,MA,01970
571,Forest River Park,42.506395,-70.88693,West Ave,Salem,Essex County,MA,01970
191,Tappan St at Brookline Hills MBTA,42.331370168043215,-71.1268836054569,Brington Rd,Brookline,Norfolk County,MA,02445
573,Salem MBTA - Lower Level,42.523994,-70.89684,Federal St,Salem,Essex County,MA,01970
575,Goodhue St at Grove St,42.520897,-70.910528,Goodhue St,Salem,Essex County,MA,01970
576,Main St at Brooks Park,42.411709,-71.110444,Main St,Medford,Middlesex County,MA,02155
577,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,Riverside Ave,Medford,Middlesex County,MA,02155
578,Tufts Sq - Main St at Medford St,42.401697,-71.106128,Main St,Medford,Middlesex County,MA,02155
574,Community Life Center,42.520136,-70.906271,Federal St,Salem,Essex County,MA,01970
582,Gore Street at Lambert Street,42.373079797934935,-71.08634233665725,Gore St,Cambridge,Middlesex County,MA,02141
583,Broad Canal Way at Third Street,42.36304549626695,-71.08287078916874,Broad Canal Way,Cambridge,Middlesex County,MA,02142
114,Teele Square,42.40087950159558,-71.12590793383788,Cameron Ave,Somerville,Middlesex County,MA,02144
584,Malden Center T Station,42.426541,-71.073179,Exchange St,Malden,Middlesex County,MA,02148
585,Northern Strand at Main St,42.42386,-71.067793,Main St,Malden,Middlesex County,MA,02148
586,Gramsdorf Playground,42.408156,-71.0429,Nichols St,Everett,Middlesex County,MA,02149
587,Malden High School,42.426537658440544,-71.06393694877625,Holden St,Malden,Middlesex County,MA,02148
214,Airport T Stop - Bremen St at Brooks St,42.37410287664702,-71.03276431560516,Marion St,East Boston,Suffolk County,MA,02128
389,Everett Square (Broadway at Chelsea St),42.40743489432222,-71.05533242225647,Broadway,Everett,Middlesex County,MA,02149
589,North St at Liberty Hill Ave,42.52989964975891,-70.90614259243011,North St,Salem,Essex County,MA,01970
61,Boylston St at Fairfield St,42.348803822833936,-71.08236908912659,Boylston St,Boston,Suffolk County,MA,02116
499,Conway Park @ Bleachery Ct (Temp Winter Station),42.3834575023727,-71.10771059989929,Somerville Ave,Somerville,Middlesex County,MA,02143
591,515 Somerville Ave (Temp. Winter Location),42.38322726839113,-71.10606908798218,Somerville Ave,Somerville,Middlesex County,MA,02143
590,John Ahern Field at Kennedy-Longfellow School,42.36903566594827,-71.08630959910442,Charles St,Cambridge,Middlesex County,MA,02141
42,Boylston St at Charles St (Temp Winter Location),42.35258524849636,-71.06770277023315,Boylston St,Boston,Suffolk County,MA,02116
164,Warehouse Lab PBSC,42.38645499610106,-71.07541964272968,Dorrance St,Charlestown,Suffolk County,MA,02129
438,Mobile Temporary Station 1,42.35147849233603,-71.044162200742,Northern Ave,Boston,Suffolk County,MA,02210
